User,Date,Tweet,Permalink,Retweet count,Likes count,Tweet value
World Health Organization (WHO),27/2/2020 19:37:53,"@DrTedros @pahowho @WHO_Europe @WHOAFRO @WHOEMRO @WHOSEARO @WHOWPRO WHO #EssentialMedicines List includes:
💊information about available dose forms &amp; strengths
💊specifications as to who should take a medicine
💊what conditions a medicine can treat &amp; how it should be taken
💊details about the clinical evidence supporting the recommendations https://t.co/5KpHVj9n2G",https://www.twitter.com/user/status/1233114045332512770,68,139,2578.01
World Health Organization (WHO),11/2/2020 15:15:41,"@DrTedros @WHOWPRO @WHOSEARO @WHO_Europe @WHOEMRO @pahowho @WHOAFRO @UN_News_Centre @UN @OIEAnimalHealth @FAO @covid19 @antonioguterres @DrMikeRyan ""The development of vaccines &amp; therapeutics is one important part of the research agenda – but it is only one part. They will take time to develop, but in the meantime, we are not defenceless""-@DrTedros #COVID19",https://www.twitter.com/user/status/1227249854621110272,68,137,2148.35
World Health Organization (WHO),11/2/2020 8:15:06,"@DrTedros ""There is still so much we don’t know. 

❓What are the reservoirs? 

❓What are the transmission dynamics?

❓What is the period of infectiousness? 

❓Which samples should be used for diagnosis &amp; monitoring of treatment?""-@DrTedros #2019nCoV",https://www.twitter.com/user/status/1227144012613771264,68,108,2148.35
World Health Organization (WHO),3/2/2020 9:56:45,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""For too long, the world has operated on a cycle of panic and neglect. We throw money at an outbreak, and when it’s over, we forget about it and do nothing to prevent the next one""-@DrTedros #EB146 

https://t.co/niRcentxkB",https://www.twitter.com/user/status/1224270492011499521,68,111,2363.18
World Health Organization (WHO),9/1/2020 11:45:38,"@WHOAFRO @pahowho @WHO_Europe @WHOSEARO @WHOPhilippines @WHOEMRO @WHOWPRO MYTH: Only people with mental disorders are suicidal.

FACT: Suicidal behaviour indicates deep unhappiness but not necessarily a mental disorder. Many people living with mental disorders do not engage in suicidal behaviour.

https://t.co/vdgRTKkvRx https://t.co/spMBBg9V6O",https://www.twitter.com/user/status/1215238197594271745,68,113,2835.83
World Health Organization (WHO),13/3/2020 9:42:36,"9⃣ During a Pap smear, your👩‍⚕️👨‍⚕️ uses a speculum to widen the vaginal canal, takes cells from the cervix &amp; examines those cells for changes that may lead to #CervicalCancer. Screening should start at 30 years of age, if the test is negative you should retake it every 3 to 5 years. https://t.co/mUTecTz957",https://www.twitter.com/user/status/1238400057449353216,67,229,2578.01
World Health Organization (WHO),9/3/2020 16:26:58,"""As long as that’s the case, those countries have the opportunity to break the chains of #COVID19 transmission, prevent community transmission and reduce the burden on their health systems""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1237052265292234752,67,133,2148.34
World Health Organization (WHO),3/3/2020 11:38:19,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO Download #hearWHO App &amp; check your hearing:
📱 iPhone https://t.co/j7x9Lmkoxs
📱 Android https://t.co/U8iNUufIol
#WorldHearingDay https://t.co/cIbYlX59RZ",https://www.twitter.com/user/status/1234805297304285184,67,110,2835.81
World Health Organization (WHO),24/2/2020 15:08:33,"@DrTedros ""The team also estimate that the measures taken in #China have averted a significant number of #COVID19 cases. 

The report contains a wealth of other information, highlights questions for which we still don’t have answers, &amp; includes 22 recommendations""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1231959104253579264,67,99,2148.35
World Health Organization (WHO),24/2/2020 12:02:56,"In 2⃣0⃣2⃣0⃣ we aim to ensure that all nurses &amp; midwives work in an environment where they are:
✔️ safe from harm
✔️ respected by medical colleagues &amp; communities
✔️ integrated into a functioning health-care system alongside other health professionals.
#SupportNursesAndMidwives https://t.co/1yKLmEF5Nk",https://www.twitter.com/user/status/1231912392407355392,67,215,2578.01
World Health Organization (WHO),13/2/2020 15:39:29,"@DrMikeRyan ""In addition, #China reported 13,332 clinically-confirmed #COVID19 cases in Hubei province, and crucially, we understand that most of these cases relate to a period going back to the beginning of the outbreak""-@DrMikeRyan #coronavirus",https://www.twitter.com/user/status/1227980619646410752,67,100,2148.35
World Health Organization (WHO),3/2/2020 9:43:21,"@DrTedros @WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @FAO @UN @GlobalGoalsUN @ITU @EIB ""The decision to declare a PHEIC was taken primarily because of the signs of human-to-human transmission outside 🇨🇳 and our concern of what might happen if the virus were to spread in a country with a weaker health system""-@DrTedros https://t.co/aovhcSLSWt",https://www.twitter.com/user/status/1224267119715594241,67,131,2578.01
World Health Organization (WHO),23/1/2020 8:42:28,Guided self-help intervention reduces refugees’ psychological distress and improves wellbeing in humanitarian setting https://t.co/OtBFM7MRyz https://t.co/47kHJqCwQP,https://www.twitter.com/user/status/1220265532005502976,67,200,14179.07
World Health Organization (WHO),22/1/2020 15:11:01,"@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOEMRO @WHOAFRO WHO interim guidance: 
🔬Laboratory testing of human suspected cases of novel #coronavirus infection https://t.co/7ztSAA5Qwa https://t.co/UDwHvYAdE0",https://www.twitter.com/user/status/1220000923352813568,67,68,2835.81
World Health Organization (WHO),6/3/2020 15:39:04,"""Even as we test therapeutics, we need to ensure that supplies of those medicines are available should they prove effective.
WHO has been monitoring the potential risk of a disruption to medicines supplies as a result of the #COVID19 epidemic""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1235953050885533696,66,93,2148.34
World Health Organization (WHO),25/2/2020 19:50:08,"A joint WHO and @ECDC_EU mission arrived in #Italy on 24 February to support Italian authorities on the
#COVID19 situation. 

https://t.co/n4D5J6S1Uw #coronavirus https://t.co/SLCnj3KELC",https://www.twitter.com/user/status/1232392355036172289,66,148,2835.81
World Health Organization (WHO),12/2/2020 18:32:54,@DrTedros The Emergency Committee on #Ebola in #DRC provided the following advice for 🇨🇩: ⬇ https://t.co/Yf8y8gljs8,https://www.twitter.com/user/status/1227661875510423553,66,107,2578.02
World Health Organization (WHO),20/1/2020 17:36:31,"@WHO_Europe @WHOEMRO @WHOAFRO @pahowho @WHOWPRO @WHOSEARO @Uni_Newcastle @wfsaorg Children exposed to second-hand tobacco smoke have a higher risk of peri-anaesthetic respiratory adverse events https://t.co/OVpbUNDKqv
#NoTobacco🚭 https://t.co/U19ydrxML5",https://www.twitter.com/user/status/1219312764444909570,66,140,2835.81
World Health Organization (WHO),15/1/2020 8:53:09,"Q: Can a child be given 1+ vaccine at a time?

A: Scientific evidence shows that giving multiple vaccines at the same time is safe and effective for children. Some vaccines are combined into a single injection meaning fewer injections, and less discomfort for the child https://t.co/q2mKq6Ujku",https://www.twitter.com/user/status/1217369115884695552,66,109,2578.02
World Health Organization (WHO),6/1/2020 16:01:00,"Big day for @WHO_HQ_Interns!
From this year on, #WHOInterns are getting a living allowance during their time with WHO. 
Today, our first 3 interns of 2020 in Geneva received an allowance of CHF 56 per day, in addition to daily lunch vouchers and medical insurance. https://t.co/yxGZKkTbbu",https://www.twitter.com/user/status/1214215298917765124,66,280,12890.15
World Health Organization (WHO),6/3/2020 14:17:59,"Skin-to-skin contact immediately after birth helps the parent and the child build a warm and loving relationship.
https://t.co/6e4AGBHClO
#HealthForAll https://t.co/r1ef3IQAAD",https://www.twitter.com/user/status/1235932642941587457,65,203,2835.81
World Health Organization (WHO),29/2/2020 19:26:29,"A risk assessment is a systematic process for gathering, assessing and documenting information to assign a level of risk. It provides the basis for taking action to manage and reduce the negative consequences of acute public health risks.

#COVID19
#coronavirus https://t.co/KXPRFOz1MX",https://www.twitter.com/user/status/1233835952956682242,65,101,2578.01
World Health Organization (WHO),4/3/2020 16:59:47,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO An increased consumption of energy dense foods, without an equal increase in #PhysicalActivity, leads to an unhealthy increase in weight. Decreased levels of physical activity will also result in an energy imbalance and lead to weight gain.
#WorldObesityDay https://t.co/gKXgJzqmcb",https://www.twitter.com/user/status/1235248586029494274,65,170,2578.01
World Health Organization (WHO),20/2/2020 10:31:36,"@UNICEF @TheLancet @WHOSEARO @WHOEMRO @WHO_Europe @pahowho @WHOAFRO @WHOWPRO What do children need to be protected from?
Here’s what they see as the major threats to their health, futures, and wellbeing 👇 https://t.co/ci9bYMQGw2",https://www.twitter.com/user/status/1230439856276430849,65,151,2578.01
World Health Organization (WHO),19/2/2020 16:31:21,"@HelenClarkNZ @WHOSEARO @WHOEMRO @WHO_Europe @pahowho @WHOAFRO @WHOWPRO Children’s exposure to commercial marketing of junk food🍔 and sugary beverages🧃 is associated with purchase of unhealthy foods and overweight and obesity, linking predatory marketing to the alarming rise in childhood obesity.
https://t.co/atIuLDh14J https://t.co/DFRVCHl0Ke",https://www.twitter.com/user/status/1230168002609451009,65,120,2835.81
World Health Organization (WHO),14/2/2020 11:59:19,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO Doctors, nurses and midwives, do not be the source of stigma.

Treat Sexually Transmitted Infections just like you would any other infection. 

#ValentinesDay https://t.co/LbcTCa9AUE",https://www.twitter.com/user/status/1228287603339923459,65,175,2578.02
World Health Organization (WHO),14/2/2020 11:10:28,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO DYK: More than 1 MILLION sexually transmitted infections are acquired every day worldwide?

This #ValentinesDay - be safe! https://t.co/cV8njDugXK",https://www.twitter.com/user/status/1228275309503549441,65,115,2578.02
World Health Organization (WHO),13/2/2020 14:27:23,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @UNICEF @epaphotos AVOID oil-based lubricants such as petroleum jelly, hand lotion, baby oil, or edible oils.
These weaken latex #condoms and make them more prone to breakage, therefore making them less effective.

#WorldCondomDay #InternationalCondomDay 

📷: @epaphotos https://t.co/BYtBDpjaK4",https://www.twitter.com/user/status/1227962474462359553,65,123,2578.02
World Health Organization (WHO),10/2/2020 15:14:01,"@DrTedros ""The detection of this small number of #2019nCoV cases could be the spark that becomes a bigger fire.
But for now, it’s only a spark.
Our objective remains containment.
We call on all countries to use the window of opportunity we have to prevent a bigger fire""-@DrTedros",https://www.twitter.com/user/status/1226887047245434880,65,69,2148.35
World Health Organization (WHO),10/2/2020 11:57:41,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO #Epilepsy is NOT contagious.

https://t.co/BAV5WFD3Hd #EpilepsyDay https://t.co/C3BaOsgGfl",https://www.twitter.com/user/status/1226837641783586816,65,122,2835.82
World Health Organization (WHO),4/2/2020 13:45:54,"@WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @DrTedros @UN @UN_News_Centre Currently, in most low &amp; middle-income countries, #cancer is diagnosed at an advanced stage, when treatment is generally less effective, more expensive &amp; more disabling https://t.co/4LFMaV6OqH
#WorldCancerDay https://t.co/lgiKrFhLTF",https://www.twitter.com/user/status/1224690547610279938,65,106,2835.81
World Health Organization (WHO),13/1/2020 20:08:06,"@WHO_Europe @pahowho @WHOAFRO @WHOSEARO @WHOEMRO @WHOWPRO Infectious diseases will kill an estimated 4 million people in 2020.

There’s an urgent need for greater political will &amp; increased funding for:
🩺essential health services
💪🏽strengthening routine immunization
🗒️improving data quality &amp; availability 
💊mitigating drug resistance https://t.co/DNLcLK89r2",https://www.twitter.com/user/status/1216814197989871621,65,120,2578.02
World Health Organization (WHO),12/1/2020 16:45:57,"Among the 41 confirmed cases with the novel #coronavirus (2019-nC0V) in #Wuhan, #China🇨🇳, there has been one death.
This occurred in a patient with serious underlying medical conditions. https://t.co/eTffz8oyEa https://t.co/g0FkvMLUSK",https://www.twitter.com/user/status/1216400934986797056,65,54,2835.82
World Health Organization (WHO),9/1/2020 14:13:01,"@WHOAFRO @pahowho @WHO_Europe @WHOSEARO @WHOPhilippines @WHOEMRO @WHOWPRO MYTH: Suicidal behaviour is easy to explain.

FACT: The factors that lead a person to #suicide are usually multiple &amp; complex &amp; should not be reported in a simplistic way. 

https://t.co/vdgRTKkvRx https://t.co/hIvPclTZ1n",https://www.twitter.com/user/status/1215275286863994881,65,115,2835.83
World Health Organization (WHO),9/3/2020 16:23:07,"“Further details on specific actions countries should take in specific contexts are available on WHO’s website https://t.co/G4rruQuI4r 
 
WHO is continuing to support countries in all four scenarios.”-@DrTedros #COVID19 #coronavirus",https://www.twitter.com/user/status/1237051297213317120,64,121,2363.18
World Health Organization (WHO),4/3/2020 15:29:03,Ask your questions on #COVID19 vs flu to @SCBriand - use hashtag #AskWHO.,https://www.twitter.com/user/status/1235225752007827457,64,122,2148.34
World Health Organization (WHO),3/3/2020 12:47:56,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO Don’t hide the child’s 👂 loss.
☑️ Inform the child’s teachers of the 🦻 loss &amp; ask them to seat 👦👧 in the front of the class
☑️ Make friends &amp; family members aware of the child’s needs &amp; guide them to communicate effectively
☑️ Include your 👦👧 in family &amp; social activities https://t.co/t260Ad2wP7",https://www.twitter.com/user/status/1234822817067274240,64,138,2578.01
World Health Organization (WHO),26/2/2020 10:47:41,"@WHOSEARO @WHOAFRO @WHOEMRO @WHO_Europe @pahowho @WHOWPRO Nurses and midwives are already advocates &amp; innovators in their:
👨‍👩‍👧‍👧 communities
🩺 clinics
🏥 hospitals
⚕️ health care system
But they must be properly valued &amp; represented in health leadership roles where they can guide health policy and investment.
#SupportNursesAndMidwives https://t.co/JeZLXR9cZd",https://www.twitter.com/user/status/1232618230579109888,64,130,2578.01
World Health Organization (WHO),19/2/2020 14:09:26,"@HelenClarkNZ No single country is adequately protecting children’s health, their environment and their futures, finds a landmark report released today by a Commission of over 40 child and adolescent health experts from around the 🌎🌍🌏.
https://t.co/atIuLDh14J https://t.co/ysm8fkTbKd",https://www.twitter.com/user/status/1230132288136060928,64,112,2835.82
World Health Organization (WHO),14/2/2020 15:30:32,"@DrTedros ""Lastly, I want to say again, from my heart, that this is the time for solidarity, not stigma. There are worrying signs that the world is not hearing the call for unity &amp; standing in unison with those at the epicenter in 🇨🇳 who are saving lives &amp; alleviating suffering""-@DrTedros",https://www.twitter.com/user/status/1228340756970119171,64,160,2148.34
World Health Organization (WHO),15/2/2020 14:12:24,"@DrTedros @MunSecConf “For too long, the world has operated on a cycle of panic and neglect. We throw money at an outbreak, and when it’s over, we forget about it and do nothing to prevent the next one”-@DrTedros at #MSC2020",https://www.twitter.com/user/status/1228683481623990272,64,104,2148.34
World Health Organization (WHO),11/2/2020 15:12:44,"@DrTedros @WHOWPRO @WHOSEARO @WHO_Europe @WHOEMRO @pahowho @WHOAFRO @UN_News_Centre @UN @OIEAnimalHealth @FAO @covid19 ""I also briefed the Secretary-General @antonioguterres and we agreed to leverage the power of the entire @UN system in the #COVID19 response""-@DrTedros",https://www.twitter.com/user/status/1227249112342396928,64,126,2148.35
World Health Organization (WHO),9/2/2020 19:00:02,"#2019nCoV-related course available on https://t.co/RjHSBkDHX7:

Emerging respiratory viruses, including 2019-nCoV: methods for detection, prevention, response and control https://t.co/xsz4VxzH8t https://t.co/qsz0IqX8CW",https://www.twitter.com/user/status/1226581537975500800,64,106,2835.82
World Health Organization (WHO),4/2/2020 17:03:03,"@WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @DrTedros @UN @UN_News_Centre #CervicalCancer is the 4th most common #cancer in women. In 2018, an estimated 570 000 women were diagnosed with cervical cancer 🌏🌍🌎 and about 311 000 women died from the disease.
https://t.co/1GmlmM6YYG
#WorldCancerDay https://t.co/O2DqqsvaO3",https://www.twitter.com/user/status/1224740162078461952,64,123,2835.81
World Health Organization (WHO),4/2/2020 13:04:52,"@WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @DrTedros @UN @UN_News_Centre WHO warns that, if no action is made, the 🌏🌍🌎 will see a 60% increase in #cancer cases over the next two decades, mostly in low- and middle-income countries. 

https://t.co/4LFMaV6OqH
#WorldCancerDay

Let's beat cancer!

Let's beat cancer!

Let's beat cancer! https://t.co/DFJOOV4Wc9",https://www.twitter.com/user/status/1224680218021056512,64,116,2835.81
World Health Organization (WHO),10/1/2020 19:42:32,"WHO advice for international travel and trade in relation to the outbreak of pneumonia caused by a new #coronavirus in Wuhan, #China🇨🇳 https://t.co/UU8IgFvjpn https://t.co/D13Xv9Yrt4",https://www.twitter.com/user/status/1215720600590848000,64,85,2835.83
World Health Organization (WHO),6/3/2020 15:47:48,"""You’ve heard me talk about:
-the market failure for personal protective equipment
-the need for a whole-of-government approach
-what individuals can do to protect themselves &amp; others. 

We look forward to businesses to step up and play their part. We need you""-@DrTedros #COVID19",https://www.twitter.com/user/status/1235955245215342592,63,107,2148.34
World Health Organization (WHO),21/2/2020 13:18:48,@WHOSEARO @WHOEMRO @WHO_Europe @pahowho @WHOAFRO @WHOWPRO This is what governments can do to #BeatNCDs. https://t.co/GDbbTDbiUK,https://www.twitter.com/user/status/1230844321898934274,63,109,2578.01
World Health Organization (WHO),15/2/2020 14:17:23,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “Now more than ever is the time for us to let science and evidence lead policy.
If we don’t, we are headed down a dark path that leads nowhere but division and disharmony”-@DrTedros at #MSC2020 on #COVID19 #coronavirus",https://www.twitter.com/user/status/1228684734659792896,63,101,2148.34
World Health Organization (WHO),11/2/2020 8:12:59,"""We want you to know that we stand with you in solidarity &amp; we wish you courage, patience, success and good health in these extremely trying circumstances""-@DrTedros at the opening of the global research and innovation forum on #2019nCoV 

https://t.co/b8PKwexNee",https://www.twitter.com/user/status/1227143478179700736,63,149,2363.18
World Health Organization (WHO),6/2/2020 15:20:11,"@DrTedros @UN @antonioguterres ""That’s why on February 11-12 we are convening a global research &amp; innovation forum to identify research priorities &amp; coordinate the international research effort.
This will be a meeting of scientists from all over the world, including 🇨🇳, both in person &amp; virtually""-@DrTedros",https://www.twitter.com/user/status/1225439047805521920,63,119,2148.35
World Health Organization (WHO),12/1/2020 16:12:19,"WHO is reassured of the quality of the ongoing investigations and the response measures implemented on the novel #coronavirus (2019-nCoV) in #Wuhan, #China🇨🇳 and the authorities’ commitment to share information regularly with WHO https://t.co/eTffz8oyEa https://t.co/HYH5tSdf5Q",https://www.twitter.com/user/status/1216392474094178305,63,51,2835.82
World Health Organization (WHO),8/3/2020 17:39:54,"The human rights of 👩🧕👩‍🦰 cannot be separated from the universal human rights of every person. 25 years on, WHO, @HRPresearch and @UNU_IIGH explain why the Beijing agenda is still relevant - and still unfinished: https://t.co/dR4LOsnVKZ
#IWD2020 https://t.co/1dZOmgB4PD",https://www.twitter.com/user/status/1236708233496145924,62,204,2835.81
World Health Organization (WHO),24/2/2020 15:08:51,"@DrTedros ""Dr Bruce Aylward will give more detail tomorrow on behalf of the joint team. But the key message that should give all countries hope, courage and confidence is that this #coronavirus can be contained""-@DrTedros #COVID19",https://www.twitter.com/user/status/1231959177360179202,62,104,2148.35
World Health Organization (WHO),21/2/2020 15:12:06,"""Although the total number of #COVID19 cases outside 🇨🇳 remains relatively small, we are concerned about the number of cases with no clear epidemiological link, such as travel history to 🇨🇳 or contact with a confirmed case""-@DrTedros #coronavirus",https://www.twitter.com/user/status/1230872834303561733,62,85,2148.34
World Health Organization (WHO),6/2/2020 21:31:20,"WHO will use the Shipping Fund Programme, established by the Global Influenza Surveillance and Response System, to send clinical samples from patients meeting the case definition of suspected #2019nCoV infection to international referral laboratories https://t.co/pDolPkQvrD https://t.co/aZtWAIVB8S",https://www.twitter.com/user/status/1225532452845867008,62,111,2835.82
World Health Organization (WHO),22/1/2020 11:39:33,"@DrTedros @WHOWPRO @WHOSEARO @pahowho @WHOEMRO @WHO_Europe @WHOAFRO Dr Didier Houssin, chairperson of the International Health Regulations Emergency Committee on the new #coronavirus (2019-nCoV), chairing today's meeting.

List of members and advisers of the Emergency Committee https://t.co/PpFK8gSt25 https://t.co/hOlav0Q8RC",https://www.twitter.com/user/status/1219947707432865792,62,118,2835.81
World Health Organization (WHO),17/1/2020 13:41:19,"Some WHO &amp; health partner results in #Sudan🇸🇩 in 2019
- provided 2.5 million outpatient consultations
- controlled a #cholera outbreak
- vaccinated 9 million👥against #measles
- completed #yellowfever vaccination campaigns aimed at nationwide protection after 5 years of hard work https://t.co/hGYxXSV9L3",https://www.twitter.com/user/status/1218166410230272001,62,137,12890.09
World Health Organization (WHO),14/1/2020 19:12:17,"Protect yourself &amp; others from getting sick:
1⃣ Wash your hands
🧼 after coughing or sneezing
🧼 when caring for the sick
🧼 before, during &amp; after you prepare food
🧼 before eating
🧼 after toilet use
🧼 when hands are dirty
🧼 after handling animals or animal waste
#coronavirus https://t.co/lt1rNAjSJb",https://www.twitter.com/user/status/1217162537726349313,62,93,2578.02
World Health Organization (WHO),9/1/2020 18:04:04,A novel #coronavirus is a new strain of the virus that has not been previously identified in humans https://t.co/G0Os4ds9cv,https://www.twitter.com/user/status/1215333430004678656,62,79,2578.03
World Health Organization (WHO),8/3/2020 15:18:51,"25 years ago governments around the 🌎🌍🌏 made ambitious commitments to advancing #genderequality. There has been some progress, but there is still much to do to improve the health and well-being of every girl and woman: https://t.co/dR4LOsnVKZ
#IWD2020 https://t.co/ILNT7e4uyv",https://www.twitter.com/user/status/1236672737243955202,61,211,2835.81
World Health Organization (WHO),29/2/2020 19:28:03,"For the #COVID19 outbreak, WHO looked at a number of factors related to the #coronavirus, how it is spreading, and countries’ capacity to respond. https://t.co/b0Xrljo1fM",https://www.twitter.com/user/status/1233836346944499719,61,90,2578.01
World Health Organization (WHO),15/2/2020 14:18:21,"@DrTedros @MunSecConf @Facebook @Google @Pinterest @TencentGlobal @Twitter @tiktok_us @YouTube “3⃣ we must be guided by solidarity, not stigma.
The greatest enemy we face is not the #coronavirus itself; it’s the stigma that turns us against each other. We must stop stigma and hate!”-@DrTedros at #MSC2020 on #COVID19

https://t.co/BjdmDVzXlE",https://www.twitter.com/user/status/1228684978520776704,61,102,2363.18
World Health Organization (WHO),9/2/2020 19:14:48,"All crew and passengers of #DiamondPrincess 🚢 are closely followed-up, medically examined and tested for #2019nCoV when displaying any signs or symptoms suggestive of 2019-nCoV acute respiratory disease.

WHO Situation Report 9 February 2020 https://t.co/Fk47ErfAmu https://t.co/bsnWiqxQUj",https://www.twitter.com/user/status/1226585254976262144,61,119,2835.82
World Health Organization (WHO),6/2/2020 15:23:41,"@DrTedros @UN @antonioguterres ""Keeping the world safe is in our DNA. If countries invest now in prevention and research, we can avoid more #2019nCoV cases and more costs down the line""-@DrTedros",https://www.twitter.com/user/status/1225439929389518850,61,155,2148.35
World Health Organization (WHO),6/2/2020 15:18:08,"@DrTedros @UN @antonioguterres ""Having the genetic sequence of the #2019nCoV has enabled the rapid development of tests, and as I mentioned yesterday, we have shipped 250,000 tests to more than 70 laboratories around the world, and we’re training lab workers to use them""-@DrTedros",https://www.twitter.com/user/status/1225438532346503171,61,82,2148.35
World Health Organization (WHO),5/2/2020 15:13:46,"@DrTedros ""Last night I said that some high-income countries are well behind in sharing vital case data with WHO. I’m pleased to report that since then 🇦🇺 has reported its cases &amp; 🇯🇵has said it will expedite its reporting, although some other countries are still lagging behind""-@DrTedros",https://www.twitter.com/user/status/1225075045455757312,61,103,2148.34
World Health Organization (WHO),15/1/2020 12:33:33,"SAVE THE DATE: 17 May 2020

3rd Walk The Talk: The #HealthForAll Challenge in Geneva, 🇨🇭

For more info 👉 https://t.co/mv0VuxacRG https://t.co/PJEXxkFVDA",https://www.twitter.com/user/status/1217424579678932992,61,138,14179.10
World Health Organization (WHO),2/3/2020 15:45:14,"@DrTedros ""For example, #China had community transmission in Wuhan, but relatively small numbers of cases in other provinces.

Other countries have a similar pattern""-@DrTedros #COVID19 #coronavirus",https://www.twitter.com/user/status/1234505048937373703,60,126,2148.34
World Health Organization (WHO),24/2/2020 14:19:27,#France 🇫🇷 pledges US$ 100 million for WHO Academy ⬇️ https://t.co/YoeyIFGTHA,https://www.twitter.com/user/status/1231946747049598977,60,176,11815.88
World Health Organization (WHO),13/2/2020 16:10:50,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO @UNICEF @epaphotos Sexual stimulation can be enhanced when a man allows their partner to put the #condom on him prior to sexual intercourse.

#WorldCondomDay #InternationalCondomDay https://t.co/VT71eLtArE",https://www.twitter.com/user/status/1227988510390542341,60,138,2578.02
World Health Organization (WHO),12/2/2020 10:07:19,"“I love the good outcome when I work with a mother... Seeing a mother go home safely with her baby, that makes me the happiest person.”
-Sarah Wambui Chege, a nurse-midwife in a #Nairobi, 🇰🇪 https://t.co/O802kykAeh

#SupportNursesAndMidwives https://t.co/x9MPm9wxZR",https://www.twitter.com/user/status/1227534641965490176,60,321,2835.82
World Health Organization (WHO),10/2/2020 16:55:41,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOSEARO @WHOWPRO The risk of dying from the four major noncommunicable diseases between the ages of 30 and 70 years declined from 22% in 2000 to 18% in 2016.
https://t.co/4uyBnCzgNq
#beatNCDs https://t.co/g16g8plc6m",https://www.twitter.com/user/status/1226912635356155904,60,109,2835.82
World Health Organization (WHO),4/2/2020 16:42:31,"@DrTedros @WHOWPRO @WHOAFRO @WHOSEARO @WHO_Europe @WHOEMRO @pahowho ""We reiterate our call to all countries not to impose restrictions that unnecessarily interfere with international travel and trade. 

Such restrictions can have the effect of increasing fear and stigma, with little public health benefit""-@DrTedros #2019nCoV #EB146",https://www.twitter.com/user/status/1224734993966096387,60,85,2148.34
World Health Organization (WHO),4/2/2020 15:26:16,"@WHOWPRO @pahowho @WHO_Europe @WHOEMRO @WHOSEARO @WHOAFRO @DrTedros @UN @UN_News_Centre The most common causes of #cancer death are:
🔸Lung
🔸Colorectal
🔸Stomach
🔸Liver
🔸Breast
cancers
https://t.co/4Iue1yxwLC
Let’s beat cancer! Let’s #BeatNCDs https://t.co/bQ2H8wUzEZ",https://www.twitter.com/user/status/1224715803515392001,60,121,2835.81
World Health Organization (WHO),12/1/2020 17:01:11,"Currently, no case with infection of this novel #coronavirus (2019-nCoV) has been reported elsewhere other than #Wuhan, #China🇨🇳 https://t.co/eTffz8oyEa https://t.co/xIrXU5Oj4m",https://www.twitter.com/user/status/1216404771327938560,60,76,2835.82
World Health Organization (WHO),16/1/2020 13:49:20,"@WHOAFRO @pahowho @WHO_Europe @WHOSEARO @WHOEMRO @WHOWPRO A vaccine will only be approved for use if 
-it provides proven protection against a disease 
-it is manufactured according to the highest standards 
-it is proven to be very safe, with high quality monitoring to detect rare side effects

https://t.co/xrE518HHwS",https://www.twitter.com/user/status/1217806042387619841,60,100,2578.02
World Health Organization (WHO),9/1/2020 13:16:43,"@pahowho @WHO_Europe @WHOEMRO @WHOAFRO @WHOWPRO @WHOSEARO Nearly 90% of women who die from #CervicalCancer have poor access to prevention, screening and treatment. 

We need to take a stand against inequality! 

👉https://t.co/MHf5GjybKj
#CervicalHealthMonth https://t.co/aUUg3cQfbI",https://www.twitter.com/user/status/1215261119197130752,60,107,2835.83
World Health Organization (WHO),5/3/2020 16:07:22,"""This is funding that is available now to countries who need it, in line with WHO’s Strategic Preparedness and Response Plan.

These funds are essential for supporting the #COVID19 response now, but also for long-term preparedness""-@DrTedros https://t.co/fFD0FCe1r3",https://www.twitter.com/user/status/1235597784239177728,59,147,2363.18
World Health Organization (WHO),24/2/2020 15:07:11,"@DrTedros ""Earlier today the WHO-#China joint mission concluded its visit &amp; delivered its report.

As you know, the team has traveled to several different provinces, including Wuhan""-@DrTedros #COVID19 #coronavirus",https://www.twitter.com/user/status/1231958760144457735,59,88,2148.35
